kein Glas;6546004;3;Lower;70;8977534400;1
kein Glas;6546013;4;Lower;70;8538892800;1
kein Glas;6546022;5;Lower;70;8623157600;1
kein Glas;6546030;6;Lower;70;8439922400;1
kein Glas;6546039;7;Lower;70;7999512000;1
kein Glas;6546048;0;Lower;71;6857023200;1
kein Glas;6546057;1;Lower;71;10228014400;1
kein Glas;6546065;2;Lower;71;5914801600;1
kein Glas;6546074;3;Lower;71;9023889600;1
kein Glas;6546083;4;Lower;71;8538892800;1
kein Glas;6546092;5;Lower;71;8580818400;1
kein Glas;6546101;6;Lower;71;8439922400;1
kein Glas;6546109;7;Lower;71;7948575200;1
kein Glas;6546118;0;Lower;72;6846278400;1
kein Glas;6546127;1;Lower;72;10180349600;1
kein Glas;6546136;2;Lower;72;5839697200;1
kein Glas;6546144;3;Lower;72;9042566400;1
kein Glas;6546153;4;Lower;72;8480880000;1
