Label,Time,SensorNr,Identifier,Interval,Measurement,Iteration
644-2,1439028,7,Lower,66,80585304.00,1
644-2,1439036,0,Lower,67,71138128.00,1
644-2,1439045,1,Lower,67,101566832.00,1
644-2,1439054,2,Lower,67,60878772.00,1
644-2,1439063,3,Lower,67,90707264.00,1
644-2,1439071,4,Lower,67,87004312.00,1
644-2,1439080,5,Lower,67,86146568.00,1
644-2,1439089,6,Lower,67,83432208.00,1
644-2,1439098,7,Lower,67,80362968.00,1
644-2,1439107,0,Lower,68,70792328.00,1
644-2,1439115,1,Lower,68,101331272.00,1
644-2,1439124,2,Lower,68,60625348.00,1
644-2,1439133,3,Lower,68,89775344.00,1
644-2,1439142,4,Lower,68,86487624.00,1
644-2,1439150,5,Lower,68,85556136.00,1
644-2,1439159,6,Lower,68,83035792.00,1
644-2,1439168,7,Lower,68,79703256.00,1
644-2,1439177,0,Lower,69,70279896.00,1
644-2,1439186,1,Lower,69,100169656.00,1
644-2,1439194,2,Lower,69,60921216.00,1
644-2,1439203,3,Lower,69,89775344.00,1
644-2,1439212,4,Lower,69,86061720.00,1
644-2,1439221,5,Lower,69,85139328.00,1
644-2,1439229,6,Lower,69,82487096.00,1
644-2,1439238,7,Lower,69,79485752.00,1
644-2,1439247,0,Lower,70,70792328.00,1
644-2,1439256,1,Lower,70,100054960.00,1
644-2,1439265,2,Lower,70,60083428.00,1
644-2,1439273,3,Lower,70,89134312.00,1
644-2,1439282,4,Lower,70,86061720.00,1
644-2,1439291,5,Lower,70,85724000.00,1
644-2,1439300,6,Lower,70,82487096.00,1
644-2,1439308,7,Lower,70,79558120.00,1
644-2,1439317,0,Lower,71,69830584.00,1
644-2,1439326,1,Lower,71,99940528.00,1
644-2,1439335,2,Lower,71,60124772.00,1
644-2,1439344,3,Lower,71,90145808.00,1
644-2,1439352,4,Lower,71,85639984.00,1
644-2,1439361,5,Lower,71,84808800.00,1
644-2,1439370,6,Lower,71,82254160.00,1
644-2,1439379,7,Lower,71,78698288.00,1
644-2,1439387,0,Lower,72,69774824.00,1
644-2,1439396,1,Lower,72,98922264.00,1
644-2,1439405,2,Lower,72,60709588.00,1
644-2,1439414,3,Lower,72,89775344.00,1
644-2,1439423,4,Lower,72,85388928.00,1
644-2,1439431,5,Lower,72,84726568.00,1
644-2,1439440,6,Lower,72,81639368.00,1
644-2,1439449,7,Lower,72,78135320.00,1
644-2,1439458,0,Lower,73,69608072.00,1
644-2,1439466,1,Lower,73,98810400.00,1
644-2,1439475,2,Lower,73,59591724.00,1
644-2,1439484,3,Lower,73,87702912.00,1
644-2,1439493,4,Lower,73,85139328.00,1
644-2,1439502,5,Lower,73,84726568.00,1
644-2,1439510,6,Lower,73,81868832.00,1
644-2,1439519,7,Lower,73,77101176.00,1
644-2,1439528,0,Lower,74,69774824.00,1
644-2,1439537,1,Lower,74,98254872.00,1
644-2,1439545,2,Lower,74,58789864.00,1
